langCode|##|question|##|comments|##|name1|##|name2|##|name3|##|bottomText|##|order
RO|##|E3Q311|##|new|##|Dezbatere privind impactul acestor tehnologii asupra sănătății și securității|##|Dezbatere privind impactul acestor tehnologii asupra sănătății și securității|##|Posibilul impact al utilizării acestor tehnologii asupra securității și sănătății angajaților a fost dezbătut în instituția dvs.?|##|<p>Posibilul impact al utilizării acestor tehnologii asupra securității și sănătății angajaților a fost dezbătut în instituția dvs.?<br>1 Da  <br>2 Nu  <br> 9 Niciun răspuns<br><br>Întrebare adresată instituțiilor care raportează utilizarea tehnologiilor digitale în scop profesional.</p>|##|81
RU_1|##|E3Q311|##|new|##|Обсуждение воздействия таких технологий на безопасность труда и трудовое здравоохранение|##|Обсуждение воздействия таких технологий на безопасность труда и трудовое здравоохранение|##|Обсуждалось ли в вашем учреждении/предприятии/филиале возможное влияние использования подобных технологий на безопасность труда и трудовое здравоохранение?|##|<p>Обсуждалось ли в вашем учреждении/предприятии/филиале возможное влияние использования подобных технологий на безопасность труда и трудовое здравоохранение?<br>1 Да  <br>2 Нет  <br> 9 Нет ответа<br><br>Вопрос, задаваемый учреждениям, сообщившим о применении цифровых технологий в рабочих целях.</p>|##|81
RU_2|##|E3Q311|##|new|##|Обсуждение воздействия таких технологий на охрану труда сотрудников|##|Обсуждение воздействия таких технологий на охрану труда сотрудников|##|Обсуждалось ли в вашем учреждении/ предприятии/ филиале возможное влияние использования подобных технологий на охрану труда сотрудников?|##|<p>Обсуждалось ли в вашем учреждении/ предприятии/ филиале возможное влияние использования подобных технологий на охрану труда сотрудников?<br>1 Да  <br>2 Нет  <br> 9 Нет ответа<br><br>Вопрос, задаваемый учреждениям, сообщившим о применении цифровых технологий в рабочих целях.</p>|##|81
RU_3|##|E3Q311|##|new|##|Обсуждение воздействия таких технологий на безопасность и здоровьe работников|##|Обсуждение воздействия таких технологий на безопасность и здоровьe работников|##|Обсуждалось ли в вашем учреждении/предприятии/филиале возможное влияние использования подобных технологий на безопасность и здоровьe работников?|##|<p>Обсуждалось ли в вашем учреждении/предприятии/филиале возможное влияние использования подобных технологий на безопасность и здоровьe работников?<br>1 Да  <br>2 Нет  <br> 9 Нет ответа<br><br>Вопрос, задаваемый учреждениям, сообщившим о применении цифровых технологий в рабочих целях.</p>|##|81
SK|##|E3Q311|##|new|##|Diskusia o vplyve takýchto technológií na zdravie a bezpečnosť|##|Diskusia o vplyve takýchto technológií na zdravie a bezpečnosť|##|Diskutovali ste vo vašom podniku o prípadných vplyvoch použitia týchto technológií na zdravie a bezpečnosť zamestnancov?|##|<p>Diskutovali ste vo vašom podniku o prípadných vplyvoch použitia týchto technológií na zdravie a bezpečnosť zamestnancov?<br>1 Áno  <br>2 Nie  <br> 9 Žiadna odpoveď<br><br>Otázka položená organizáciám ktoré uviedli, že pracujú s pomocou digitálnych technológií.</p>|##|81
SL|##|E3Q311|##|new|##|Razprava o vplivih, ki ga imajo tovrstne tehnologije na varnost in zdravje|##|Razprava o vplivih, ki ga imajo tovrstne tehnologije na varnost in zdravje|##|Ali so bili morebitni vplivi uporabe tovrstnih tehnologij na varnost in zdravje zaposlenih predmet razprav v vaši poslovni enoti?|##|<p>Ali so bili morebitni vplivi uporabe tovrstnih tehnologij na varnost in zdravje zaposlenih predmet razprav v vaši poslovni enoti?<br>1 Da  <br>2 Ne  <br> 9 Brez odgovora<br><br>Vprašanje, zastavljeno poslovnim enotam, ki so navedle, da pri delu uporabljajo digitalne tehnologije.</p>|##|81
SR|##|E3Q311|##|new|##|Razmatranje uticaja takvih tehnologija na bezbednost i zdravlje|##|Razmatranje uticaja takvih tehnologija na bezbednost i zdravlje|##|Da li su u vašoj ustanovi razmatrani mogući uticaji korišćenja takvih tehnologija na zdravlje i bezbednost zaposlenih?|##|<p>Da li su u vašoj ustanovi razmatrani mogući uticaji korišćenja takvih tehnologija na zdravlje i bezbednost zaposlenih?<br>1 Da  <br>2 Ne  <br> 9 Nema odgovora<br><br>Pitanje postavljeno ustanovama koje su prijavile korišćenje digitalnih tehnologija za rad.</p>|##|81
SV|##|E3Q311|##|new|##|Diskussion om den inverkan som sådan teknik kan ha på arbetsmiljö|##|Diskussion om den inverkan som sådan teknik kan ha på arbetsmiljö|##|Har den inverkan som användningen av sådan teknik kan ha på medarbetarnas arbetsmiljö diskuterats på er arbetsplats?|##|<p>Har den inverkan som användningen av sådan teknik kan ha på medarbetarnas arbetsmiljö diskuterats på er arbetsplats?<br>1 Ja  <br>2 Nej  <br> 9 Inget svar<br><br>Fråga till de arbetsplatser som rapporterar att de använder digital teknik för att utföra arbete.</p>|##|81
SV_1|##|E3Q311|##|new|##|Diskussion om den inverkan som sådan teknik kan ha på hälsan och säkerheten|##|Diskussion om den inverkan som sådan teknik kan ha på hälsan och säkerheten|##|Har den inverkan som användningen av sådan teknik kan ha på medarbetarnas hälsa och säkerhet diskuterats på er arbetsplats?|##|<p>Har den inverkan som användningen av sådan teknik kan ha på medarbetarnas hälsa och säkerhet diskuterats på er arbetsplats?<br>1 Ja  <br>2 Nej  <br> 9 Inget svar<br><br>Fråga till de arbetsplatser som rapporterar att de använder digital teknik för att utföra arbete.</p>|##|81
BG|##|E3Q312_1|##|new|##|Повишена интензивност на работата или напрежение поради времеви ограничения (като срокове за изпълнение)|##|Повишена интензивност на работата или напрежение поради времеви ограничения (като срокове за изпълнение)|##|Повишена интензивност на работата или напрежение поради времеви ограничения (като срокове за изпълнение)|##|<p>Кои от следните възможни въздействия са били обсъждани в този контекст? Повишена интензивност на работата или напрежение поради времеви ограничения (като срокове за изпълнение)</p><p>1 Да  <br>2 Не  <br>9 Без отговор   <br>  <br>Въпрос към предприятията, които са посочили, че са обсъждали възможните въздействия от използването на такива технологии върху здравето и безопасността на работниците и служителите. </p>|##|83
CS|##|E3Q312_1|##|new|##|Zvýšenou intenzitou práce nebo časovou tísní|##|Zvýšenou intenzitou práce nebo časovou tísní|##|Zvýšenou intenzitou práce nebo časovou tísní|##|<p>O kterých z následujících možných dopadů se v této souvislosti diskutovalo? Zvýšenou intenzitou práce nebo časovou tísní</p><p>1 Ano  <br>2 Ne  <br> 9 Bez odpovědi   <br>  <br>Otázka položená podnikům, které uvedly, že u nich byly prodiskutovány případné vlivy používání takových technologií na bezpečnost a ochranu zdraví zaměstnanců. </p>|##|83
DA|##|E3Q312_1|##|new|##|Øget arbejdsintensitet eller tidspres|##|Øget arbejdsintensitet eller tidspres|##|Øget arbejdsintensitet eller tidspres|##|<p>Hvilke af følgende mulige effekter er blevet diskuteret i den sammenhæng? Øget arbejdsintensitet eller tidspres  <br>1 Ja  <br>2 Nej  <br>9 Intet svar  <br> <br>Spørgsmål til virksomheder, der indberetter, at de har diskuteret de mulige påvirkninger af brugen af sådanne teknologier på medarbejdernes sundhed og sikkerhed.</p>|##|83
DE|##|E3Q312_1|##|new|##|Steigende Arbeitsintensität oder zunehmender Zeitdruck|##|Steigende Arbeitsintensität oder zunehmender Zeitdruck|##|Steigende Arbeitsintensität oder zunehmender Zeitdruck|##|<p>Welche der folgenden möglichen Auswirkungen wurden in diesem Zusammenhang thematisiert? Steigende Arbeitsintensität oder zunehmender Zeitdruck  <br>1 Ja  <br>2 Nein  <br>9 Keine Antwort  <br> <br>Frage an Betriebe, die angeben, die Auswirkungen solcher Technologien auf die Sicherheit und Gesundheit der Beschäftigten thematisiert zu haben.</p>|##|83
DE_1|##|E3Q312_1|##|new|##|Steigende Arbeitsintensität oder zunehmender Zeitdruck|##|Steigende Arbeitsintensität oder zunehmender Zeitdruck|##|Steigende Arbeitsintensität oder zunehmender Zeitdruck|##|<p>Welche der folgenden möglichen Auswirkungen wurden in diesem Zusammenhang thematisiert? Steigende Arbeitsintensität oder zunehmender Zeitdruck  <br>1 Ja  <br>2 Nein  <br>9 Keine Antwort  <br> <br>Frage an Betriebe, die angeben, die Auswirkungen solcher Technologien auf die Sicherheit und Gesundheit der Beschäftigten thematisiert zu haben.</p>|##|83
DE_2|##|E3Q312_1|##|new|##|Steigende Arbeitsintensität oder zunehmender Zeitdruck|##|Steigende Arbeitsintensität oder zunehmender Zeitdruck|##|Steigende Arbeitsintensität oder zunehmender Zeitdruck|##|<p>Stehen diese Technologien Ihrer Meinung nach in Zusammenhang mit:  Steigende Arbeitsintensität oder zunehmender Zeitdruck  <br>1 Ja  <br>2 Nein  <br>9 Keine Antwort  <br> <br>Frage an Betriebe, die angeben, die Auswirkungen solcher Technologien auf die Sicherheit und Gesundheit der Beschäftigten thematisiert zu haben.</p>|##|83
DE_3|##|E3Q312_1|##|new|##|Steigende Arbeitsintensität oder zunehmender Zeitdruck|##|Steigende Arbeitsintensität oder zunehmender Zeitdruck|##|Steigende Arbeitsintensität oder zunehmender Zeitdruck|##|<p>Welche der folgenden möglichen Auswirkungen wurden in diesem Zusammenhang thematisiert? Steigende Arbeitsintensität oder zunehmender Zeitdruck  <br>1 Ja  <br>2 Nein  <br>9 Keine Antwort  <br> <br>Frage an Betriebe, die angeben, die Auswirkungen solcher Technologien auf die Sicherheit und Gesundheit der Beschäftigten thematisiert zu haben.</p>|##|83
EL|##|E3Q312_1|##|new|##|Αυξημένη ένταση εργασίας ή πίεση χρόνου|##|Αυξημένη ένταση εργασίας ή πίεση χρόνου|##|Αυξημένη ένταση εργασίας ή πίεση χρόνου|##|<p>Ποιες από τις ακόλουθες πιθανές επιπτώσεις έχουν συζητηθεί εντός αυτού του πλαισίου; Αυξημένη ένταση εργασίας ή πίεση χρόνου  <br>1 Ναι  <br>2 Όχι  <br>9 Καμία απάντηση  <br> <br>Ερώτηση προς τις επιχειρήσεις που αναφέρουν ότι έχουν συζητήσει τις πιθανές επιπτώσεις τέτοιου είδους τεχνολογιών στην υγεία και την ασφάλεια των εργαζομένων.</p>|##|83
EL_1|##|E3Q312_1|##|new|##|Αυξημένη ένταση εργασίας ή πίεση χρόνου|##|Αυξημένη ένταση εργασίας ή πίεση χρόνου|##|Αυξημένη ένταση εργασίας ή πίεση χρόνου|##|<p>Ποιες από τις ακόλουθες πιθανές επιπτώσεις έχουν συζητηθεί εντός αυτού του πλαισίου; Αυξημένη ένταση εργασίας ή πίεση χρόνου  <br>1 Ναι  <br>2 Όχι  <br>9 Καμία απάντηση  <br> <br>Ερώτηση προς τις επιχειρήσεις που αναφέρουν ότι έχουν συζητήσει τις πιθανές επιπτώσεις τέτοιου είδους τεχνολογιών στην υγεία και την ασφάλεια των εργαζομένων.</p>|##|83
EN|##|E3Q312_1|##|new|##|Increased work intensity or time pressure|##|Increased work intensity or time pressure|##|Increased work intensity or time pressure|##|<p id="questionNoteP">Which of the following possible impacts have been discussed in this context? Increased work intensity or time pressure</p><p>1 Yes  <br>2 No  <br>9 No answer  <br>  <br>Question asked to those establishments that report having discussed the possible impacts of the use of such technologies on the health and safety of employees.</p>|##|83
EN_1|##|E3Q312_1|##|new|##|Increased work intensity or time pressure|##|Increased work intensity or time pressure|##|Increased work intensity or time pressure|##|<p>Which of the following possible impacts have been discussed in this context?  Increased work intensity or time pressure  <br>1 Yes  <br>2 No  <br>9 No answer  <br> <br>Question asked to those establishments that report having discussed the possible impacts of the use of such technologies on the health and safety of employees.</p>|##|83
EN_2|##|E3Q312_1|##|new|##|Increased work intensity or time pressure|##|Increased work intensity or time pressure|##|Increased work intensity or time pressure|##|<p>Which of the following possible impacts have been discussed in this context?  Increased work intensity or time pressure  <br>1 Yes  <br>2 No  <br>9 No answer  <br> <br>Question asked to those establishments that report having discussed the possible impacts of the use of such technologies on the health and safety of employees.</p>|##|83
ES|##|E3Q312_1|##|new|##|Mayor intensidad de trabajo o presión temporal|##|Mayor intensidad de trabajo o presión temporal|##|Mayor intensidad de trabajo o presión temporal|##|<p>¿Sobre cuáles de los siguientes potenciales impactos se ha hablado en este contexto?  Mayor intensidad de trabajo o presión temporal  <br>1 Sí  <br>2 No  <br>9 No contesta  <br> <br>Pregunta realizada a las empresas que indican que han analizado las posibles repercusiones del uso de dichas tecnologías en la prevención de riesgos laborales de los trabajadores.</p>|##|83
ET|##|E3Q312_1|##|new|##|Intensiivsem töö või ajaline surve|##|Intensiivsem töö või ajaline surve|##|Intensiivsem töö või ajaline surve|##|<p>Milliseid järgmisi võimalikke mõjusid on selles kontekstis arutatud? Intensiivsem töö või ajaline surve<br>1 Jah  <br> 2 Ei   <br> 9 Ei vasta<br><br>Küsimus asutustele, kes teatavad, et on arutanud selliste tehnoloogiate mõju töötajate ohutusele ja tervisele.</p>|##|83
FI|##|E3Q312_1|##|new|##|Kiristynyt työtahti tai kiireen aiheuttama paine|##|Kiristynyt työtahti tai kiireen aiheuttama paine|##|Kiristynyt työtahti tai kiireen aiheuttama paine|##|<p>Mistä seuraavista mahdollisista vaikutuksista on keskusteltu tässä yhteydessä? Kiristynyt työtahti tai kiireen aiheuttama paine<br>1 Kyllä   <br> 2 Ei  <br> 9 Ei vastausta<br><br>Kysymys on esitetty toimipaikoille, jotka ilmoittavat käsitelleensä kyseisenlaisen teknologian käytöstä mahdollisesti aiheutuvia vaikutuksia työntekijöiden terveyteen ja turvallisuuteen.</p>|##|83
FR|##|E3Q312_1|##|new|##|L'augmentation de l'intensité du travail ou de la pression due à la contrainte de temps|##|L'augmentation de l'intensité du travail ou de la pression due à la contrainte de temps|##|L'augmentation de l'intensité du travail ou de la pression due à la contrainte de temps|##|<p>Le(s)quel(s) des impacts potentiels suivants a/ont été abordé(s) dans ce contexte ? L'augmentation de l'intensité du travail ou de la pression due à la contrainte de temps<br>1 Oui  <br> 2 Non  <br> 9 Pas de réponse<br><br>Question posée aux établissements indiquant avoir discuté des incidences possibles de l’utilisation de ces technologies sur la santé et la sécurité des salariés.</p>|##|83
FR_1|##|E3Q312_1|##|new|##|L'augmentation de l'intensité du travail ou de la pression due à la contrainte de temps|##|L'augmentation de l'intensité du travail ou de la pression due à la contrainte de temps|##|L'augmentation de l'intensité du travail ou de la pression due à la contrainte de temps|##|<p>Le(s)quel(s) des impacts potentiels suivants a/ont été abordé(s) dans ce contexte ? L'augmentation de l'intensité du travail ou de la pression due à la contrainte de temps<br>1 Oui  <br> 2 Non  <br> 9 Pas de réponse<br><br>Question posée aux établissements indiquant avoir discuté des incidences possibles de l’utilisation de ces technologies sur la santé et la sécurité des salariés.</p>|##|83
FR_2|##|E3Q312_1|##|new|##|L'augmentation de l'intensité du travail ou de la pression due à la contrainte de temps|##|L'augmentation de l'intensité du travail ou de la pression due à la contrainte de temps|##|L'augmentation de l'intensité du travail ou de la pression due à la contrainte de temps|##|<p>Le(s)quel(s) des impacts potentiels suivants a/ont été abordé(s) dans ce contexte ? L'augmentation de l'intensité du travail ou de la pression due à la contrainte de temps<br>1 Oui  <br> 2 Non  <br> 9 Pas de réponse<br><br>Question posée aux établissements indiquant avoir discuté des incidences possibles de l’utilisation de ces technologies sur la santé et la sécurité des salariés.</p>|##|83
FR_3|##|E3Q312_1|##|new|##|L'augmentation de l'intensité du travail ou de la pression due à la contrainte de temps|##|L'augmentation de l'intensité du travail ou de la pression due à la contrainte de temps|##|L'augmentation de l'intensité du travail ou de la pression due à la contrainte de temps|##|<p>Le(s)quel(s) des impacts potentiels suivants a/ont été abordé(s) dans ce contexte ? L'augmentation de l'intensité du travail ou de la pression due à la contrainte de temps<br>1 Oui  <br> 2 Non  <br> 9 Pas de réponse<br><br>Question posée aux établissements indiquant avoir discuté des incidences possibles de l’utilisation de ces technologies sur la santé et la sécurité des salariés.</p>|##|83
HR|##|E3Q312_1|##|new|##|Povećanim intenzitetom rada ili vremenskim pritiskom |##|Povećanim intenzitetom rada ili vremenskim pritiskom |##|Povećanim intenzitetom rada ili vremenskim pritiskom |##|<p>O kojima se od sljedećih mogućih utjecaja razgovaralo u tom kontekstu? Povećanim intenzitetom rada ili vremenskim pritiskom <br>1 Da  <br> 2 Ne  <br> 9 Nema odgovora<br><br>Pitanje se postavlja poslovnim jedinicama koje su navele da su provele raspravu o mogućim utjecajima primjene tih tehnologija na zdravlje i sigurnost zaposlenika.</p>|##|83
HU|##|E3Q312_1|##|new|##|Nagyobb munkaintenzitás vagy az idő fokozott szűkössége|##|Nagyobb munkaintenzitás vagy az idő fokozott szűkössége|##|Nagyobb munkaintenzitás vagy az idő fokozott szűkössége|##|<p>Ebben az összefüggésben az alábbi lehetséges hatások közül melyeket beszélték meg?  Nagyobb munkaintenzitás vagy az idő fokozott szűkössége<br>1 Igen   <br> 2 Nem  <br> 9 Nincs válasz<br><br>Kérdések azoknak a létesítményeknek, amelyek arról számoltak be, hogy megbeszélték a technológiák alkalmazásának egészségre és biztonságra gyakorolt lehetséges hatásait.</p>|##|83
IS|##|E3Q312_1|##|new|##|Auknu vinnuálagi eða tímapressu|##|Auknu vinnuálagi eða tímapressu|##|Auknu vinnuálagi eða tímapressu|##|<p>Hver af eftirfarandi mögulegum áhrifum hafa verið rædd í þessu samhengi?  Auknu vinnuálagi eða tímapressu<br>1 Já  <br> 2 Nei  <br> 9 Ekkert svar<br><br>Spurning til þeirra fyrirtækja sem hafa rætt hugsanleg áhrif notkunar slíkrar tækni á heilsu og öryggi starfsmanna.</p>|##|83
IT|##|E3Q312_1|##|new|##|Aumento dell'intensità di lavoro e dello stress dovuto a ritmi serrati|##|Aumento dell'intensità di lavoro e dello stress dovuto a ritmi serrati|##|Aumento dell'intensità di lavoro e dello stress dovuto a ritmi serrati|##|<p>Quali dei seguenti possibili impatti sono stati discussi in questo contesto? Aumento dell'intensità di lavoro e dello stress dovuto a ritmi serrati<br>1 Sì  <br> 2 No  <br> 9 Non risponde<br><br>Domanda rivolta alle imprese che riferiscono di aver discusso del possibile impatto dell’uso di tali tecnologie sulla salute e la sicurezza dei dipendenti.</p>|##|83
IT_1|##|E3Q312_1|##|new|##|Aumento dell'intensità di lavoro e dello stress dovuto a ritmi serrati|##|Aumento dell'intensità di lavoro e dello stress dovuto a ritmi serrati|##|Aumento dell'intensità di lavoro e dello stress dovuto a ritmi serrati|##|<p>Quali dei seguenti possibili impatti sono stati discussi in questo contesto? Aumento dell'intensità di lavoro e dello stress dovuto a ritmi serrati<br>1 Sì  <br> 2 No  <br> 9 Non risponde<br><br>Domanda rivolta alle imprese che riferiscono di aver discusso del possibile impatto dell’uso di tali tecnologie sulla salute e la sicurezza dei dipendenti.</p>|##|83
LT|##|E3Q312_1|##|new|##|Padidintu darbo intensyvumu arba spaudimu dėl laiko stokos|##|Padidintu darbo intensyvumu arba spaudimu dėl laiko stokos|##|Padidintu darbo intensyvumu arba spaudimu dėl laiko stokos|##|<p>Kurie iš toliau pateiktų galimų poveikių buvo aptarti šiame kontekste? Padidintu darbo intensyvumu arba spaudimu dėl laiko stokos<br>1 Taip  <br> 2 Ne  <br> 9 Neatsakė<br><br>Klausimas, užduotas darbovietėms, kuriose buvo aptartas galimas tokių technologijų naudojimo poveikis darbuotojų sveikatai ir saugai.</p>|##|83
LU|##|E3Q312_1|##|new|##|Méi grouss Aarbechtsintensitéit oder Zäitdrock|##|Méi grouss Aarbechtsintensitéit oder Zäitdrock|##|Méi grouss Aarbechtsintensitéit oder Zäitdrock|##|<p>Wéi eng vun de folgenden Impakter goufen an dësem Zesummenhang diskutéiert? Méi grouss Aarbechtsintensitéit oder Zäitdrock<br>1 Jo  <br> 2 Neen  <br> 9 Keng Äntwert<br><br>Fro un déi Betriber, déi uginn, dass se de méiglechen Impakt vun der Benotzung vun dësen Technologien op d'Gesondheet an d'Sécherheet vun de Mataarbechter diskutéiert hunn.</p>|##|83
LV|##|E3Q312_1|##|new|##|Lielāka darba intensitāte vai laika trūkums|##|Lielāka darba intensitāte vai laika trūkums|##|Lielāka darba intensitāte vai laika trūkums|##|<p>Kuri iespējamās ietekmes aspekti tika pārrunāti šajā kontekstā? Lielāka darba intensitāte vai laika trūkums<br>1 Jā  <br> 2 Nē  <br> 9 Nav atbildes<br><br>Jautājums, kas uzdots iestādēm, kuras ziņoja, ka tās ir apspriedušas šādu tehnoloģiju izmantošanas iespējamo ietekmi uz darbinieku veselību un drošību.</p>|##|83
MK|##|E3Q312_1|##|new|##|Зголемен интензитет на работата и пократки рокови|##|Зголемен интензитет на работата и пократки рокови|##|Зголемен интензитет на работата и пократки рокови|##|<p>За кои од следниве можни влијанија се зборувало во овој контекст? Зголемен интензитет на работата и пократки рокови<br>1 Да  <br> 2 Не  <br> 9 Нема одговор<br><br>Прашање што им се поставува на оние деловни единици што известуваат дека дискутирале за можните влијанија од употребата на таквите технологии врз здравјето и безбедноста на вработените.</p>|##|83
MT|##|E3Q312_1|##|new|##|Żieda fl-intensità tax-xogħol jew fil-pressjoni ta' ħin|##|Żieda fl-intensità tax-xogħol jew fil-pressjoni ta' ħin|##|Żieda fl-intensità tax-xogħol jew fil-pressjoni ta' ħin|##|<p>Liema minn dawn l-impatti possibbli li ġejjin ġew diskussi f'dan il-kuntest? Żieda fl-intensità tax-xogħol jew fil-pressjoni ta' ħin<br>1 Iva  <br> 2 Le  <br> 9 Mingħajr tweġiba<br><br>Mistoqsija lil dawk l-istabbilimenti li jirrapportaw li ddiskutew l-impatti possibbli tal-użu ta’ tali teknoloġiji fuq is-saħħa u s-sigurtà tal-impjegati.</p>|##|83
NL|##|E3Q312_1|##|new|##|Een grotere werkdruk of tijdsdruk|##|Een grotere werkdruk of tijdsdruk|##|Een grotere werkdruk of tijdsdruk|##|<p>Over welke van de volgende mogelijke effecten is er in deze context gesproken?  Een grotere werkdruk of tijdsdruk<br>1 Ja  <br> 2 Nee  <br> 9 Geen antwoord<br><br>Vraag gericht aan vestigingen die melden dat zij de mogelijke effecten van het gebruik van digitale technologieën hebben besproken.</p>|##|83
NL_1|##|E3Q312_1|##|new|##|Verhoogde werkintensiteit of tijdsdruk|##|Verhoogde werkintensiteit of tijdsdruk|##|Verhoogde werkintensiteit of tijdsdruk|##|<p>Over welke van de volgende mogelijke effecten is er in deze context gesproken?  Verhoogde werkintensiteit of tijdsdruk<br>1 Ja  <br> 2 Nee  <br> 9 Geen antwoord<br><br>Vraag gericht aan vestigingen die melden dat zij de mogelijke effecten van het gebruik van digitale technologieën hebben besproken.</p>|##|83
NO|##|E3Q312_1|##|new|##|Økt arbeidsintensitet eller tidspress|##|Økt arbeidsintensitet eller tidspress|##|Økt arbeidsintensitet eller tidspress|##|<p>Hvilke av følgende mulige påvirkninger har blitt diskutert i denne sammenhengen?  Økt arbeidsintensitet eller tidspress<br>1 Ja  <br> 2 Nei  <br> 9 Intet svar<br><br>Spørsmål stilt til organisasjoner som oppgir å ha diskutert mulig innvirkning slik teknologi har på de ansattes helse og sikkerhet.</p>|##|83
PL|##|E3Q312_1|##|new|##|Większa intensywność pracy lub presja czasu |##|Większa intensywność pracy lub presja czasu |##|Większa intensywność pracy lub presja czasu |##|<p>Które z następujących ewentualnych skutków omawiano w tym kontekście? Większa intensywność pracy lub presja czasu <br>1 Tak  <br> 2 Nie  <br> 9 Brak odpowiedzi<br><br>Pytanie zadawane w zakładach, w których odnotowano, że przeprowadzone zostały dyskusje na temat możliwych wpływów korzystania z takich technologii na zdrowie i bezpieczeństwo pracowników.</p>|##|83
PT|##|E3Q312_1|##|new|##|Aumento da intensidade do trabalho ou da pressão devido aos prazos|##|Aumento da intensidade do trabalho ou da pressão devido aos prazos|##|Aumento da intensidade do trabalho ou da pressão devido aos prazos|##|<p>Quais dos possíveis impactos que se seguem foram discutidos neste contexto? Aumento da intensidade do trabalho ou da pressão devido aos prazos<br>1 Sim  <br> 2 Não  <br> 9 Não responde<br><br>Pergunta colocada aos estabelecimentos que referem terem discutido os possíveis impactos da utilização destas tecnologias na segurança e saúde dos trabalhadores.</p>|##|83
RO|##|E3Q312_1|##|new|##|Intensitate crescută a muncii sau presiunea termenelor limită|##|Intensitate crescută a muncii sau presiunea termenelor limită|##|Intensitate crescută a muncii sau presiunea termenelor limită|##|<p>Care dintre următoarele consecințe posibile au fost discutate în acest context?  Intensitate crescută a muncii sau presiunea termenelor limită<br>1 Da  <br> 2 Nu  <br> 9 Niciun răspuns<br><br>Întrebare adresată instituțiilor care raportează că au dezbătut impactul posibil al utilizării acestor tehnologii asupra sănătății și securității angajaților.</p>|##|83
RU_1|##|E3Q312_1|##|new|##|Повышение интенсивности труда или нехватка времени|##|Повышение интенсивности труда или нехватка времени|##|Повышение интенсивности труда или нехватка времени|##|<p>Какие из следующих возможных типов воздействия обсуждались в этом контексте? Повышение интенсивности труда или нехватка времени<br>1 Да  <br> 2 Нет  <br> 9 Нет ответа<br><br>Вопрос, задаваемый учреждениям, сообщившим о проведении обсуждения возможного воздействия применения таких технологий на здоровье и безопасность работников.</p>|##|83
RU_2|##|E3Q312_1|##|new|##|Повышение интенсивности труда или нехватка времени|##|Повышение интенсивности труда или нехватка времени|##|Повышение интенсивности труда или нехватка времени|##|<p>Какие из следующих возможных типов воздействия обсуждались в этом контексте? Повышение интенсивности труда или нехватка времени<br>1 Да  <br> 2 Нет  <br> 9 Нет ответа<br><br>Вопрос, задаваемый учреждениям, сообщившим о проведении обсуждения возможного воздействия применения таких технологий на здоровье и безопасность работников.</p>|##|83
RU_3|##|E3Q312_1|##|new|##|Повышение интенсивности труда или нехватка времени|##|Повышение интенсивности труда или нехватка времени|##|Повышение интенсивности труда или нехватка времени|##|<p>Какие из следующих возможных типов воздействия обсуждались в этом контексте? Повышение интенсивности труда или нехватка времени<br>1 Да  <br> 2 Нет  <br> 9 Нет ответа<br><br>Вопрос, задаваемый учреждениям, сообщившим о проведении обсуждения возможного воздействия применения таких технологий на здоровье и безопасность работников.</p>|##|83
SK|##|E3Q312_1|##|new|##|Zvýšenou intenzitou práce alebo časovou tiesňou|##|Zvýšenou intenzitou práce alebo časovou tiesňou|##|Zvýšenou intenzitou práce alebo časovou tiesňou|##|<p>Ktoré z nasledujúcich možných vplyvov boli v tejto súvislosti prediskutované? Zvýšenou intenzitou práce alebo časovou tiesňou<br>1 Áno  <br> 2 Nie  <br> 9 Žiadna odpoveď<br><br>Otázka položená organizáciám ktoré uviedli, že u nich prebieha diskusia o možnom vplyve použitia takýchto.</p>|##|83
SL|##|E3Q312_1|##|new|##|Večjo intenzivnostjo dela ali časovnim pritiskom|##|Večjo intenzivnostjo dela ali časovnim pritiskom|##|Večjo intenzivnostjo dela ali časovnim pritiskom|##|<p>Kateri od naslednjih morebitnih vplivov so bili obravnavani v tem kontekstu? Večjo intenzivnostjo dela ali časovnim pritiskom<br>1 Da  <br> 2 Ne  <br> 9 Brez odgovora<br><br>Vprašanje, zastavljeno poslovnim enotam, ki so navedle, da so razpravljale o morebitnih vplivih teh tehnologij na varnost in zdravje zaposlenih.</p>|##|83
SR|##|E3Q312_1|##|new|##|Povećanim intenzitetom rada ili pritiskom zbog vremenskih ograničenja|##|Povećanim intenzitetom rada ili pritiskom zbog vremenskih ograničenja|##|Povećanim intenzitetom rada ili pritiskom zbog vremenskih ograničenja|##|<p>Koji od sledećih mogućih uticaja su razmatrani u ovom kontekstu? Povećanim intenzitetom rada ili pritiskom zbog vremenskih ograničenja<br>1 Da  <br> 2 Ne  <br> 9 Nema odgovora<br><br>Pitanje postavljeno ustanovama koje su prijavile da su razmatrale moguće uticaje korišćenja takvih tehnologija na zdravlje i bezbednost zaposlenih.</p>|##|83
SV|##|E3Q312_1|##|new|##|Ökad arbetsintensitet eller tidspress|##|Ökad arbetsintensitet eller tidspress|##|Ökad arbetsintensitet eller tidspress|##|<p>Vilken av följande tänkbara konsekvenser har diskuterats i sammanhanget? Ökad arbetsintensitet eller tidspress<br>1 Ja  <br> 2 Nej  <br> 9 Inget svar<br><br>Fråga till de arbetsplatser som rapporterar att de har diskuterat vilken möjlig inverkan användningen av sådan teknik kan ha på medarbetarnas arbetsmiljö.</p>|##|83
